 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Elong.
1,194-11(median-3).tif,307200,201.780,0,255,0,1,61986930,322.445,236.485,42143.494,20365.938,-24.885,-0.033,0.034,-1.511,-1.229,2.940E16
