 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,194-11(median-1.tif,307200,253.815,0,255,0,1,77971860,320.023,239.897,34280.938,19283.445,0.501,-3.347E-4,0.002,-1.207,-1.207,0.002,1.754E16
