 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,194-11(median-2.tif,307200,254.554,0,255,0,1,78199065,320.013,239.953,34189.257,19230.873,0.374,-2.022E-4,9.846E-4,-1.203,-1.203,0.001,1.750E16
