 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,194-11(median-3).tif,307200,242.264,0,255,0,1,74423535,320.477,243.413,35776.478,19660.364,-32.593,-0.007,-0.054,-1.276,-1.219,-0.116,1.933E16
